1850253867554074953	RinStef3	'#DeepFake Lying #Kamala. #McDonalds'	2024-10-26 19:11:12	deep fake lying kamala mc donalds	#DeepFake #Kamala #McDonalds
1850300581857935637	MGMELSYSTEMS	'“¿Qué reglas? No tenemos reglas. Tenemos derechos de la Primera Enmienda para la libertad de expresión” 🔥KAMALA HARRIS ES FASCISTA 🙃 😎#RedesSoaciales #NeoCensura #Woke #USA #Elecciones #USA #kaMALA #PedroSánchez 😎#Medios #Independientes #Digitales #Libre #Expresión'	2024-10-26 22:16:50	qu reglas tenemos derechos de la primera enmienda para libertad expresin kamala harris es fascista redes soaciales neo censura woke u elecciones ka l pedro nchez medios independientes digitales libre expresi n	#RedesSoaciales #NeoCensura #Woke #USA #Elecciones #USA #kaMALA #PedroSánchez #Medios #Independientes #Digitales #Libre #Expresión
1850300620219019371	The__Reddington	'#Kamala does not return shopping carts. That’s all you need to know.'	2024-10-26 22:16:59	kamala return shopping carts thats need know	#Kamala
1850300659507384652	astr0matt	'#Kamala y #Trump tiene el mismo marte, en leo, ambos tienen al sol en signos de aire, uno en géminis, el otro en libra. Ambos tienen al nodo norte en géminis, el júpiter de éstos, están en signos regidos por venus; incluso ambos nacieron bajo la #lunallena, y ambos tienen una...'	2024-10-26 22:17:08	kamala trump tiene el mismo marte en leo ambos tienen al sol signos de aire uno gminis otro libra nodo norte jpiter stos estn regidos por venus incluso nacieron bajo la lunallena una	#Kamala #Trump #lunallena
1850300686283510036	DrMarkDHamilton	"'@SheriCarter18 a ""friend"" in London sent me a POLL and says VA &amp; MINN are likely going 🔴if this holds up so my 312 might end up LOW but I have said thats the MINIMUM as well They seem pretty confident ( maybe wy LABOUR PARTY has been AIDING #KAMALA ) they are petrified of him'"	2024-10-26 22:17:15	shericarter friend london sent poll says va amp minn likely going holds might end low said thats minimum well seem pretty confident maybe wy labour party aiding k l petrified	#KAMALA
1850300894094754127	JohnnieOil	'As fake as #Kamala herself and her campaign! Haha @CommunityNotes notes for the win! Again! - the Kamala Klown Kult loses again'	2024-10-26 22:18:04	fake kamala campaign haha communitynotes notes win klown kult loses	#Kamala
1850300898532323650	BetteRyan1970	'@mmeJen @harris_wins #Kamala is an evil woman!'	2024-10-26 22:18:05	mmejen harriswins kamala evil woman	#Kamala
1850300983521464743	victed	'Sorry for what happened to this mother. Vote for #kamala ? Or @realDonaldTrump Black Mom Speaks Out! https://t.co/eqADiwQ7yC'	2024-10-26 22:18:26	sorry happened mother vote kamala realdonaldtrump black mom speaks	#kamala
1850301165659144407	LionOfYahawah	'I repeat. Any black person that votes for #Kamala is an idiot. And no this is not an endorsement of #Trump. Black folk should not vote at all.'	2024-10-26 22:19:09	repeat black person votes kamala idiot endorsement trump folk vote	#Kamala #Trump
1850301253194313874	Studio26151	'@StephenM LOL Well that wont help. #Kamala Harris is going to win the popular and electoral college. So many Republican and indys are switching blue. They hate #Trump https://t.co/0lfemJRjtG'	2024-10-26 22:19:30	stephenm lol well wont help kamala harris going win popular electoral college many republican indys switching blue hate trump	#Kamala #Trump
1850301272450285603	truckertoll	'#beyonce #AmberRose #kamala #trump'	2024-10-26 22:19:34	beyonce amber rose kamala trump	#beyonce #AmberRose #kamala #trump
1850301307178844594	Intellect_Convo	'Vote on the REAL ISSUES that affect YOU , #Beyonce got plenty of money she dont have to worry about surviving #Kamala https://t.co/ESYHLzapoC'	2024-10-26 22:19:43	vote real issues affect beyonce got plenty money dont worry surviving kamala	#Beyonce #Kamala
1850301366654358012	BetteRyan1970	'@PopBase #Kamala is evil!'	2024-10-26 22:19:57	popbase kamala evil	#Kamala
1850301373390196771	dadiani_george	'A Kamala Harris regret-this moment #kamala #funny #americanpolitician #c... https://t.co/XDuHMgu8Qu via @YouTube'	2024-10-26 22:19:59	kamala harris regretthis moment funny americanpolitician c via youtube	#kamala #funny #americanpolitician #c
1850301495062778123	M_C_Phoenix	'Kamala Harris can be summed up by the following phrases… -“ambitions and aspirations” -“unburdened by what has been” -“You think you just fell out of a coconut tree?” -“grew up middle class” #Kamala #KamalaAintIt #KamalaIsInstalled #KamalaHarris #PresidentialElection2024 https://t.co/U8jBzN8Woi'	2024-10-26 22:20:28	kamala harris summed following phrases ambitions aspirations unburdened think fell coconut tree grew middle class aint installed presidential election	#Kamala #KamalaAintIt #KamalaIsInstalled #KamalaHarris #PresidentialElection2024
1850301568777949530	truckertoll	'Fun fact we can view all of his LIVE rallies #Obamas #trump #kamala'	2024-10-26 22:20:45	fun fact view live rallies obamas trump kamala	#Obamas #trump #kamala
1850301912362684481	ChandletJeff	'@KamalaHarris @KamalaHQ @VP #Kamala #KamalaHarris is a lying,Plagiarizing ,Marxist fraud‼️‼️‼️'	2024-10-26 22:22:07	kamalaharris kamalahq vp kamala harris lyingplagiarizing marxist fraud	#Kamala #KamalaHarris
1850301940045054216	ProfRobStew	'#TRUMP is either a COMPLETE IDIOT or under an ILLUMINATI THREAT. He should TELL BLACKS (from HIS MOUTH) ALL of the MAGNIFICENT THINGS that HE'S DONE FOR THEM in their GHETTOS. #KAMALA HASN'T DONE A #SINGLE THING for BLACKS in GHETTOS in HER ENTIRE LIFE 😈 FAKE &amp; EVIL. #RACIST https://t.co/ulIJhQP9rC'	2024-10-26 22:22:14	r u p either complete idiot illuminati threat tell blacks mouth magnificent things hes done ghettos k l hasnt n g e thing entire life fake amp evil c	#TRUMP #KAMALA #SINGLE #RACIST
1850301957841535308	shesmiles717	'Omg was it Kalama’s cocaine in the White House?! #Kamala'	2024-10-26 22:22:18	omg kalamas cocaine white house kamala	#Kamala
1850302016712561115	BobJ42530477	'#NATO #Israel #Iran #racist #Russia #black #Hezbollah #WWIII #Kamala #Trump How BLM, Obama, Trump Derangement Syndrome, Anti-white, anti-Israel, anti-Russian, pro-vax, and pro - Hamas sentiments led to the demise of the United States https://t.co/73Uaq45TSq'	2024-10-26 22:22:32	n israel iran racist russia black hezbollah w kamala trump blm obama derangement syndrome antiwhite antiisrael antirussian provax pro hamas sentiments led demise united states	#NATO #Israel #Iran #racist #Russia #black #Hezbollah #WWIII #Kamala #Trump
1850302032407834991	theantoniocosta	'Kamala grew up in the middle class &amp; didn’t have the same opportunities. It’s not fair to hold her to those standards. So I changed the IQ scale to make things equitable. #Kamala https://t.co/vIP6snefSu'	2024-10-26 22:22:36	kamala grew middle class amp didnt opportunities fair hold standards changed iq scale make things equitable	#Kamala
1850302062363353410	MindsEye_design	'@AntiWokeMemes #empoweringwomen #Kamala https://t.co/j3B05RP5cL'	2024-10-26 22:22:43	antiwokememes empoweringwomen kamala	#empoweringwomen #Kamala
1850302195687706717	Quizical23	'The choice is simple, @realDonaldTrump and peace and #Kamala and WW3 w/ nuclear powers?! #Trump2024 https://t.co/Jo3YTkOO4q'	2024-10-26 22:23:15	choice simple realdonaldtrump peace kamala ww w nuclear powers trump	#Kamala #Trump2024
1850302206173724674	NatlDay	'100 Fake Doctors ...#DNC pays its Kamala supporting actors... #Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA @realDonaldTrump @JDVance @RobertKennedyJr @elonmusk #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto'	2024-10-26 22:23:17	fake doctors n c pays kamala supporting actors jesus trump g h u ireland canada poland japan australia f spacex realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics e w wa po melt b crypto	#DNC #Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto
1850302315770626560	EarthDefense1	'@TheInfiniteDude Here is the Fake photo the Kamala photo is Real this white girl photo is Fake - #Kamala #McDonalds #KamalaWorkedAtMcDonalds #SheReallyDidWorkAtMcDonalds https://t.co/NNoVru75eS'	2024-10-26 22:23:43	theinfinitedude fake photo kamala real white girl mc donalds worked really work	#Kamala #McDonalds #KamalaWorkedAtMcDonalds #SheReallyDidWorkAtMcDonalds
1850302340630552783	victory91630515	'#Kamala #TrumpVance2024 #MAGA'	2024-10-26 22:23:49	kamala trump vance g	#Kamala #TrumpVance2024 #MAGA
1850302376546271637	Shashi_4	'#KamalaHarris #Kamala #maga #trump Having affairs with and marrying ugly men. Ie. Willie and her husband Behaving like a complete airhead and sounding like one too. Laughing inappropriately. Being a mean girl. Dressing like a man. Pronouncing Trumps name over and over.'	2024-10-26 22:23:58	kamala harris maga trump affairs marrying ugly men ie willie husband behaving like complete airhead sounding one laughing inappropriately mean girl dressing man pronouncing trumps name	#KamalaHarris #Kamala #maga #trump
1850302378026967462	truckertoll	'#biden #kamala same policies same administration'	2024-10-26 22:23:58	biden kamala policies administration	#biden #kamala
1850302459203203300	krishnakamal077	'Supporters of #Kamala are beyond healing. Ppl have gone insane. Totally. And this wokeism/identity_confusion have already arrived in India. https://t.co/5XLxJPd5Fv'	2024-10-26 22:24:17	supporters kamala beyond healing ppl gone insane totally wokeismidentityconfusion already arrived india	#Kamala
1850302484964835392	truckertoll	'#kamala vs #trump'	2024-10-26 22:24:24	kamala vs trump	#kamala #trump
1850302647590436957	crashinoutrant1	'Beyoncé being a Kamala’s rally makes sense, having someone your black daughters looks up to is immensely important. If they see a black women as president ….. it’s monumental #kamala #beyonce'	2024-10-26 22:25:02	beyonc kamalas rally makes sense someone black daughters looks immensely important see women president monumental kamala beyonce	#kamala #beyonce
1850302704272204034	Chanabamedia	'#Harrisrally #Houston #rally #Kamala #MsPresident #30K+ #HoustonHarrisRally2024 #yaestuvo #latinosforharris2024 🇺🇲🇵🇷🇲🇽🇨🇺🇧🇷 #turntexasblue #turngeorgiablue #turnfloridablue #turnpennsylvaniablue #win #harriswalzlandslide2024 🔵💙🦾🗳️🌊'	2024-10-26 22:25:16	harrisrally houston rally kamala ms president k harris yaestuvo latinosforharris turntexasblue turngeorgiablue turnfloridablue turnpennsylvaniablue win harriswalzlandslide	#Harrisrally #Houston #rally #Kamala #MsPresident #30K #HoustonHarrisRally2024 #yaestuvo #latinosforharris2024 #turntexasblue #turngeorgiablue #turnfloridablue #turnpennsylvaniablue #win #harriswalzlandslide2024
1850302824812605923	truckertoll	'#kamala always short on promises'	2024-10-26 22:25:45	kamala always short promises	#kamala
1850303007168082129	Baubaby2000	'#Democrats #Kamala'	2024-10-26 22:26:28	democrats kamala	#Democrats #Kamala
1850303079008047590	itshaldonaldson	'@jeanienyc @alioop326 Curious. How many newspapers have you run? And big deal. It’s his newspaper. He can do with it as he wishes. The Post’s decision not to participate in the #Kamala love fest has zero impact on the election. Plenty of other newspapers are still up her ass.'	2024-10-26 22:26:45	jeanienyc alioop curious many newspapers run big deal newspaper wishes posts decision participate kamala love fest zero impact election plenty still ass	#Kamala
1850303084821717103	NatlDay	'$10M for Kamala's non twerking side show.. #Jesus #Trump2024 #TRUMP #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA @realDonaldTrump @JDVance @RobertKennedyJr @elonmusk #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto #DNC #UFC308'	2024-10-26 22:26:47	kamalas non twerking side show jesus trump r u p g h ireland canada poland japan australia f c spacex n realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics kamala e w wa po melt b crypto	#Jesus #Trump2024 #TRUMP #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto #DNC #UFC308
1850303104761331746	SuGaR_end_sPiCe	'Only @realDonaldTrump can give our military and #veterans the RESPECT AND ATTENTION we deserve- especially THIS TRUE AMERICAN HERO. People like #Kamala DONT UNDERSTAND OUR MILITARY My Friend's Head Rolled Past Me On The Beach At Iwo Jima https://t.co/FKW1xv6ZeS'	2024-10-26 22:26:51	realdonaldtrump give military veterans respect attention deserve especially true american hero people like kamala dont understand friends head rolled past beach iwo jima	#veterans #Kamala
1850303119672115483	IsThisMykOn	'@kingsrush Bailamos! #bailamos #SiSePuede #CuandoLuchamosGanamos #KamalaHarris #Kamala #HarrisWalz #Vote #GOTV #HombresLatinos #Latinos #Latinas #Señoritas #Señores #DACA #HablamosEspañol https://t.co/QnY9qrkflv'	2024-10-26 22:26:55	kingsrush bailamos si se puede cuando luchamos ganamos kamala harris walz vote g v hombres latinos latinas oritas ores c hablamos espa ol	#bailamos #SiSePuede #CuandoLuchamosGanamos #KamalaHarris #Kamala #HarrisWalz #Vote #GOTV #HombresLatinos #Latinos #Latinas #Señoritas #Señores #DACA #HablamosEspañol
1850303280133321176	ba4hire	'The man is high on drugs to keep him upright and it’s basically a truth serum. #kamala'	2024-10-26 22:27:33	man high drugs keep upright basically truth serum kamala	#kamala
1850303301809754582	truckertoll	'#biden #kamala #trump'	2024-10-26 22:27:38	biden kamala trump	#biden #kamala #trump
1850303339533099380	FoxmanMusic	'EPIC!! #MichelleObama nailed it! #2024Election #Kamala'	2024-10-26 22:27:47	epic michelle obama nailed election kamala	#MichelleObama #2024Election #Kamala
1850303417329066142	thefarmerette	'Sorry but the #Obamas #Kamala #Walz are not relatable to those that #work for a living. They have never owned a #business; try living in #Minnesota and pay the #taxes we do. @CNN #voteRIGHT #VoteForOurFuture #election #Trump #VoteRedToSaveAmerica https://t.co/ZGWTnQzO3Q'	2024-10-26 22:28:06	sorry obamas kamala walz relatable work living never owned business try minnesota pay taxes cnn vote r g h future election trump red save america	#Obamas #Kamala #Walz #work #business #Minnesota #taxes #voteRIGHT #VoteForOurFuture #election #Trump #VoteRedToSaveAmerica
1850303419547869542	Heerak4Congress	'Ha! Ha! Ha! @JeffBezos crushes @washingtonpost endorsement of #Trans 🏳️‍⚧️ #Kamala! Business leaders expect @realDonaldTrump &amp; @JDVance to beat @VP @KamalaHarris &amp; @GovTimWalz by landslide victory ✌️ on #ElectionDay #election2024 #FlyEaglesFly &amp; don’t clip their wings! https://t.co/TPvOfPuyxM'	2024-10-26 22:28:06	ha jeffbezos crushes washingtonpost endorsement trans kamala business leaders expect realdonaldtrump amp jdvance beat vp kamalaharris govtimwalz landslide victory election day fly eagles dont clip wings	#Trans #Kamala #ElectionDay #election2024 #FlyEaglesFly
1850303741116789139	DavidWoodling3	'#family #voting #kamala https://t.co/WiqwXEaIDz #AmericasBestPicsAndVideos https://t.co/u4oYy3j2ZI'	2024-10-26 22:29:23	family voting kamala americas best pics videos	#family #voting #kamala #AmericasBestPicsAndVideos
1850303818828796334	ivroye	'Cómo en #CNN y todo el #LegacyMedia con la #Kamala'	2024-10-26 22:29:42	cmo en c n todo el legacy media con la kamala	#CNN #LegacyMedia #Kamala
1850303976253669473	Dirk_Matter	'Mandela Effect? I think we may have jumped to a new timeline: Washington Post and LA Times fail to endorse Harris #kamala #kamalaharris #endorsement @washintonpost @latimes #election2024 https://t.co/sfbhkkfbxU'	2024-10-26 22:30:19	mandela effect think may jumped new timeline washington post la times fail endorse harris kamala kamalaharris endorsement washintonpost latimes election	#kamala #kamalaharris #endorsement #election2024
